pair_id,citing_official_year,citing_query_doi,citing_resolved_doi,citing_title,citing_pdf_path,citing_note_path,cited_official_year,cited_query_doi,cited_resolved_doi,cited_title,cited_pdf_path,cited_note_path,matched_reference_count,match_type_breakdown,matched_reference_evidence_json
10.1509_jmr.12.0417__cites__10.1509_jmkr.47.4.643,2018,10.1509/jmr.12.0417,10.1509/jmr.12.0417,Building a Social Network for Success,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.12.0417.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0417.json,2010,10.1509/jmkr.47.4.643,10.1509/jmkr.47.4.643,Determining Influential Users in Internet Social Networks,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.4.643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.4.643.json,1,"{""doi"": 1}","[{""reference_index"": 29, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.4.643"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.12.0417__cites__10.1509_jmkr.48.1.28,2018,10.1509/jmr.12.0417,10.1509/jmr.12.0417,Building a Social Network for Success,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.12.0417.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0417.json,2011,10.1509/jmkr.48.1.28,10.1509/jmkr.48.1.28,Measuring Contagion in the Diffusion of Consumer Packaged Goods,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.1.28.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.1.28.json,1,"{""doi"": 1}","[{""reference_index"": 9, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.1.28"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.12.0417__cites__10.1509_jmkr.48.3.425,2018,10.1509/jmr.12.0417,10.1509/jmr.12.0417,Building a Social Network for Success,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.12.0417.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0417.json,2011,10.1509/jmkr.48.3.425,10.1509/jmkr.48.3.425,Network Effects and Personal Influences: The Diffusion of an Online Social Network,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.3.425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.3.425.json,1,"{""doi"": 1}","[{""reference_index"": 20, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.3.425"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0088__cites__10.1509_jmkr.43.1.59,2018,10.1509/jmr.14.0088,10.1509/jmr.14.0088,The Influence of Time-Interval Descriptions on Goal-Pursuit Decisions,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0088.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0088.json,2006,10.1509/jmkr.43.1.59,10.1509/jmkr.43.1.59,Discount Rates for Time versus Dates: The Sensitivity of Discounting to Time-Interval Description,data\jmr_2000_2025\pdfs\2006\10.1509_jmkr.43.1.59.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.43.1.59.json,1,"{""doi"": 1}","[{""reference_index"": 24, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.43.1.59"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0088__cites__10.1509_jmr.10.0172,2018,10.1509/jmr.14.0088,10.1509/jmr.14.0088,The Influence of Time-Interval Descriptions on Goal-Pursuit Decisions,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0088.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0088.json,2013,10.1509/jmr.10.0172,10.1509/jmr.10.0172,Personal Relevance and Mental Simulation Amplify the Duration Framing Effect,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.10.0172.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.10.0172.json,1,"{""doi"": 1}","[{""reference_index"": 46, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.10.0172"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0102__cites__10.1509_jmkr.39.1.73.18931,2018,10.1509/jmr.14.0102,10.1509/jmr.14.0102,Modeling Simultaneous Multiple Goal Pursuit and Adaptation in Consumer Choice,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0102.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0102.json,2002,10.1509/jmkr.39.1.73.18931,10.1509/jmkr.39.1.73.18931,A Multiple Ideal Point Model: Capturing Multiple Preference Effects from within an Ideal Point Framework,data\jmr_2000_2025\pdfs\2002\10.1509_jmkr.39.1.73.18931.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.39.1.73.18931.json,1,"{""doi"": 1}","[{""reference_index"": 22, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.39.1.73.18931"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0102__cites__10.1509_jmkr.45.2.182,2018,10.1509/jmr.14.0102,10.1509/jmr.14.0102,Modeling Simultaneous Multiple Goal Pursuit and Adaptation in Consumer Choice,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0102.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0102.json,2008,10.1509/jmkr.45.2.182,10.1509/jmkr.45.2.182,Incorporating Subjective Characteristics in Product Design and Evaluations,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.2.182.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.45.2.182.json,1,"{""doi"": 1}","[{""reference_index"": 25, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.45.2.182"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0290__cites__10.1509_jmkr.37.1.60.18718,2018,10.1509/jmr.14.0290,10.1509/jmr.14.0290,Is Cash King for Sales Compensation Plans? Evidence from a Large-Scale Field Intervention,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0290.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0290.json,2000,10.1509/jmkr.37.1.60.18718,10.1509/jmkr.37.1.60.18718,Consumer Choice between Hedonic and Utilitarian Goods,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.1.60.18718.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.37.1.60.18718.json,1,"{""doi"": 1}","[{""reference_index"": 11, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.37.1.60.18718"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0290__cites__10.1509_jmkr.40.1.26.19131,2018,10.1509/jmr.14.0290,10.1509/jmr.14.0290,Is Cash King for Sales Compensation Plans? Evidence from a Large-Scale Field Intervention,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0290.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0290.json,2003,10.1509/jmkr.40.1.26.19131,10.1509/jmkr.40.1.26.19131,Incommensurate Resources: Not Just More of the Same,data\jmr_2000_2025\pdfs\2003\10.1509_jmkr.40.1.26.19131.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.40.1.26.19131.json,1,"{""doi"": 1}","[{""reference_index"": 36, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.40.1.26.19131"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0290__cites__10.1509_jmkr.41.1.59.25085,2018,10.1509/jmr.14.0290,10.1509/jmr.14.0290,Is Cash King for Sales Compensation Plans? Evidence from a Large-Scale Field Intervention,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0290.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0290.json,2004,10.1509/jmkr.41.1.59.25085,10.1509/jmkr.41.1.59.25085,Using Combined-Currency Prices to Lower Consumers’ Perceived Cost,data\jmr_2000_2025\pdfs\2004\10.1509_jmkr.41.1.59.25085.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.41.1.59.25085.json,1,"{""doi"": 1}","[{""reference_index"": 13, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.41.1.59.25085"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0290__cites__10.1509_jmkr.48.4.781,2018,10.1509/jmr.14.0290,10.1509/jmr.14.0290,Is Cash King for Sales Compensation Plans? Evidence from a Large-Scale Field Intervention,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0290.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0290.json,2011,10.1509/jmkr.48.4.781,10.1509/jmkr.48.4.781,The Incentive and Selection Roles of Sales Force Compensation Contracts,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.4.781.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.4.781.json,1,"{""doi"": 1}","[{""reference_index"": 31, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.4.781"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0290__cites__10.1509_jmr.12.0354,2018,10.1509/jmr.14.0290,10.1509/jmr.14.0290,Is Cash King for Sales Compensation Plans? Evidence from a Large-Scale Field Intervention,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0290.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0290.json,2015,10.1509/jmr.12.0354,10.1509/jmr.12.0354,Stockpiling Points in Linear Loyalty Programs,data\jmr_2000_2025\pdfs\2015\10.1509_jmr.12.0354.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0354.json,1,"{""doi"": 1}","[{""reference_index"": 44, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.12.0354"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0305__cites__10.1509_jmkr.37.2.215.18729,2018,10.1509/jmr.14.0305,10.1509/jmr.14.0305,Making Warnings about Misleading Advertising and Product Recalls more Effective: An Implicit Attitude Perspective,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0305.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0305.json,2000,10.1509/jmkr.37.2.215.18729,10.1509/jmkr.37.2.215.18729,Impact of Product-Harm Crises on Brand Equity: The Moderating Role of Consumer Expectations,data\jmr_2000_2025\pdfs\2000\10.1509_jmkr.37.2.215.18729.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.37.2.215.18729.json,1,"{""doi"": 1}","[{""reference_index"": 11, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.37.2.215.18729"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0305__cites__10.1509_jmkr.47.1.122,2018,10.1509/jmr.14.0305,10.1509/jmr.14.0305,Making Warnings about Misleading Advertising and Product Recalls more Effective: An Implicit Attitude Perspective,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0305.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0305.json,2010,10.1509/jmkr.47.1.122,10.1509/jmkr.47.1.122,Insincere Flattery Actually Works: A Dual Attitudes Perspective,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.1.122.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.1.122.json,1,"{""doi"": 1}","[{""reference_index"": 6, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.1.122"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0305__cites__10.1509_jmr.15.0398,2018,10.1509/jmr.14.0305,10.1509/jmr.14.0305,Making Warnings about Misleading Advertising and Product Recalls more Effective: An Implicit Attitude Perspective,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0305.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0305.json,2017,10.1509/jmr.15.0398,10.1509/jmr.15.0398,Demand for “Healthy” Products: False Claims and FTC Regulation,data\jmr_2000_2025\pdfs\2017\10.1509_jmr.15.0398.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.15.0398.json,1,"{""doi"": 1}","[{""reference_index"": 38, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.15.0398"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmkr.45.2.145,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2008,10.1509/jmkr.45.2.145,10.1509/jmkr.45.2.145,Choice Construction versus Preference Construction: The Instability of Preferences Learned in Context,data\jmr_2000_2025\pdfs\2008\10.1509_jmkr.45.2.145.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.45.2.145.json,1,"{""doi"": 1}","[{""reference_index"": 1, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.45.2.145"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmkr.46.1.1,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2009,10.1509/jmkr.46.1.1,10.1509/jmkr.46.1.1,Trade-Off Aversion as an Explanation for the Attraction Effect: A Functional Magnetic Resonance Imaging Study,data\jmr_2000_2025\pdfs\2009\10.1509_jmkr.46.1.1.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.46.1.1.json,1,"{""doi"": 1}","[{""reference_index"": 15, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.46.1.1"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmkr.48.4.767,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2011,10.1509/jmkr.48.4.767,10.1509/jmkr.48.4.767,Incorporating Context Effects into a Choice Model,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.4.767.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.4.767.json,1,"{""doi"": 1}","[{""reference_index"": 31, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.4.767"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmr.13.0052,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2013,10.1509/jmr.13.0052,10.1509/jmr.13.0052,Prominence versus Dominance: How Relationships between Alternatives Drive Decision Strategy and Choice,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.13.0052.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.13.0052.json,1,"{""doi"": 1}","[{""reference_index"": 7, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.13.0052"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmr.12.0061,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2014,10.1509/jmr.12.0061,10.1509/jmr.12.0061,The Limits of Attraction,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.12.0061.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0061.json,1,"{""doi"": 1}","[{""reference_index"": 12, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.12.0061"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmr.14.0020,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2014,10.1509/jmr.14.0020,10.1509/jmr.14.0020,More Evidence Challenging the Robustness and Usefulness of the Attraction Effect,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.14.0020.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0020.json,1,"{""doi"": 1}","[{""reference_index"": 43, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.14.0020"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmr.14.0093,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2014,10.1509/jmr.14.0093,10.1509/jmr.14.0093,Vices and Virtues of Misguided Replications: The Case of Asymmetric Dominance,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.14.0093.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0093.json,1,"{""doi"": 1}","[{""reference_index"": 34, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.14.0093"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0483__cites__10.1509_jmr.14.0208,2018,10.1509/jmr.14.0483,10.1509/jmr.14.0483,The Asymmetric Impact of Context on Advantaged versus Disadvantaged Options,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0483.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0483.json,2014,10.1509/jmr.14.0208,10.1509/jmr.14.0208,Let's be Honest about the Attraction Effect,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.14.0208.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0208.json,1,"{""doi"": 1}","[{""reference_index"": 17, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.14.0208"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0632__cites__10.1509_jmr.07.0359,2018,10.1509/jmr.14.0632,10.1509/jmr.14.0632,An Empirical Study of Uniform and Differential Pricing in the Movie           Theatrical Market,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0632.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0632.json,2011,10.1509/jmr.07.0359,10.1509/jmr.07.0359,Modeling Multichannel Home Video Demand in the U.S. Motion Picture Industry,data\jmr_2000_2025\pdfs\2011\10.1509_jmr.07.0359.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.07.0359.json,1,"{""doi"": 1}","[{""reference_index"": 33, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.07.0359"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmkr.47.2.215,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2010,10.1509/jmkr.47.2.215,10.1509/jmkr.47.2.215,Deriving Value from Social Commerce Networks,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.2.215.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.2.215.json,1,"{""doi"": 1}","[{""reference_index"": 47, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.2.215"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmkr.47.3.553,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2010,10.1509/jmkr.47.3.553,10.1509/jmkr.47.3.553,The Effect of Need for Uniqueness on Word of Mouth,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.3.553.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.3.553.json,1,"{""doi"": 1}","[{""reference_index"": 16, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.3.553"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmkr.47.4.643,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2010,10.1509/jmkr.47.4.643,10.1509/jmkr.47.4.643,Determining Influential Users in Internet Social Networks,data\jmr_2000_2025\pdfs\2010\10.1509_jmkr.47.4.643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.47.4.643.json,1,"{""doi"": 1}","[{""reference_index"": 51, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.47.4.643"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmkr.48.3.425,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2011,10.1509/jmkr.48.3.425,10.1509/jmkr.48.3.425,Network Effects and Personal Influences: The Diffusion of an Online Social Network,data\jmr_2000_2025\pdfs\2011\10.1509_jmkr.48.3.425.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmkr.48.3.425.json,1,"{""doi"": 1}","[{""reference_index"": 29, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmkr.48.3.425"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmr.10.0353,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2012,10.1509/jmr.10.0353,10.1509/jmr.10.0353,What Makes Online Content Viral?,data\jmr_2000_2025\pdfs\2012\10.1509_jmr.10.0353.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.10.0353.json,1,"{""doi"": 1}","[{""reference_index"": 11, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.10.0353"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmr.11.0458,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2013,10.1509/jmr.11.0458,10.1509/jmr.11.0458,On Brands and Word of Mouth,data\jmr_2000_2025\pdfs\2013\10.1509_jmr.11.0458.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.11.0458.json,1,"{""doi"": 1}","[{""reference_index"": 34, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.11.0458"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
10.1509_jmr.14.0643__cites__10.1509_jmr.12.0424,2018,10.1509/jmr.14.0643,10.1509/jmr.14.0643,Network Overlap and Content Sharing on Social Media Platforms,data\jmr_2000_2025\pdfs\2018\10.1509_jmr.14.0643.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.14.0643.json,2014,10.1509/jmr.12.0424,10.1509/jmr.12.0424,Listening in on Social Media: A Joint Model of Sentiment and Venue Format Choice,data\jmr_2000_2025\pdfs\2014\10.1509_jmr.12.0424.pdf,data\jmr_2000_2025\paper_notes\runs\ai02_full_notes_conc80\notes\10.1509_jmr.12.0424.json,1,"{""doi"": 1}","[{""reference_index"": 41, ""match_type"": ""doi"", ""ref_doi"": ""10.1509/jmr.12.0424"", ""ref_article_title"": """", ""ref_unstructured"": """"}]"
