pair_id,status,response_id,model,requested_reasoning_effort,returned_reasoning_effort,triage_decision,output_path,raw_response_path,error_path,input_tokens,output_tokens,total_tokens,error
10.1177_0022243719847661__cites__10.1509_jmr.13.0198,ok,resp_018b03cb06dc1dc30169dbfe388f98819196d10ed8ff5dcc03,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719847661__cites__10.1509_jmr.13.0198.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719847661__cites__10.1509_jmr.13.0198.json,,2223,651,2874,
10.1177_0022243719849940__cites__10.1509_jmkr.42.2.233.62288,ok,resp_080cda9bededb4780169dbfe3945f08191ab9107a21825aed0,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmkr.42.2.233.62288.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmkr.42.2.233.62288.json,,2333,495,2828,
10.1177_0022243719849940__cites__10.1509_jmkr.44.4.529,ok,resp_0315bb70bde46c6a0169dbfe3a3bec8191844f506c0d98db25,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmkr.44.4.529.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmkr.44.4.529.json,,2340,469,2809,
10.1177_0022243719849940__cites__10.1509_jmkr.47.1.28,ok,resp_0f028edd09e5bd150169dbfe3a7e1481918f9ba23f0970315e,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmkr.47.1.28.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmkr.47.1.28.json,,2234,557,2791,
10.1177_0022243719849940__cites__10.1509_jmkr.47.1.75,ok,resp_016f6ac99037bd980169dbfe3ab5688191a820f56b02229c42,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmkr.47.1.75.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmkr.47.1.75.json,,2304,509,2813,
10.1177_0022243719849940__cites__10.1509_jmkr.48.2.238,ok,resp_0f97fdc16d02c8870169dbfe3b3d748191b1ce42ab03cce114,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmkr.48.2.238.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmkr.48.2.238.json,,2331,533,2864,
10.1177_0022243719849940__cites__10.1509_jmkr.48.4.670,ok,resp_0f55172afe862ad10169dbfe3ed78481918984e4211e4eb8ed,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmkr.48.4.670.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmkr.48.4.670.json,,2334,501,2835,
10.1177_0022243719849940__cites__10.1509_jmr.14.0140,ok,resp_0faef05b1fc1ca110169dbfe427c0c81919720f16bf7a10f33,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmr.14.0140.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmr.14.0140.json,,2296,482,2778,
10.1177_0022243719849940__cites__10.1509_jmr.14.0518,ok,resp_0dd81920866ac0b30169dbfe43c46c8191a3d5f6cff38991c6,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719849940__cites__10.1509_jmr.14.0518.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719849940__cites__10.1509_jmr.14.0518.json,,2314,350,2664,
10.1177_0022243719850504__cites__10.1509_jmkr.38.1.131.18832,ok,resp_0b3bae09161f06930169dbfe4471548191ba2eded309d22e06,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmkr.38.1.131.18832.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmkr.38.1.131.18832.json,,2390,578,2968,
10.1177_0022243719850504__cites__10.1509_jmkr.38.1.30.18828,ok,resp_0306ad1807dde4f30169dbfe45d3988191ae70212d8c00d091,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmkr.38.1.30.18828.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmkr.38.1.30.18828.json,,2450,374,2824,
10.1177_0022243719850504__cites__10.1509_jmkr.43.2.212,ok,resp_08335b175c69c5080169dbfe48a1208191baec8911fb37cd8a,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmkr.43.2.212.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmkr.43.2.212.json,,2466,475,2941,
10.1177_0022243719850504__cites__10.1509_jmkr.44.4.647,ok,resp_0a5b45ccea0ed9d90169dbfe49340c8191b18102f8e913deb4,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmkr.44.4.647.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmkr.44.4.647.json,,2353,759,3112,
10.1177_0022243719850504__cites__10.1509_jmkr.47.1.28,ok,resp_0bc4ef7974227a7b0169dbfe49db1081919ef40c1492355df3,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmkr.47.1.28.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmkr.47.1.28.json,,2304,687,2991,
10.1177_0022243719850504__cites__10.1509_jmr.13.0529,ok,resp_02d88162e01ac8010169dbfe4c11408191b9721b78fd0e9bb5,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmr.13.0529.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmr.13.0529.json,,2379,682,3061,
10.1177_0022243719850504__cites__10.1509_jmr.15.0277,ok,resp_0fde203585bff8240169dbfe51db7c81919b22ed99375c6860,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719850504__cites__10.1509_jmr.15.0277.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719850504__cites__10.1509_jmr.15.0277.json,,2342,403,2745,
10.1177_0022243719851490__cites__10.1509_jmkr.37.2.187.18731,ok,resp_0e74d9f4e75002750169dbfe53b1f88191ba82f138084db4ff,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmkr.37.2.187.18731.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmkr.37.2.187.18731.json,,2322,355,2677,
10.1177_0022243719851490__cites__10.1509_jmkr.44.3.347,ok,resp_0ef90dbe23b389a30169dbfe5499a48191949d89b9a184f192,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmkr.44.3.347.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmkr.44.3.347.json,,2311,871,3182,
10.1177_0022243719851490__cites__10.1509_jmkr.45.4.450,ok,resp_0eb0715a710873650169dbfe56d96081919ce8e208eb997958,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmkr.45.4.450.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmkr.45.4.450.json,,2288,403,2691,
10.1177_0022243719851490__cites__10.1509_jmkr.46.1.81,ok,resp_0c973519a5f883a20169dbfe556a108191b172db622a26bab5,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmkr.46.1.81.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmkr.46.1.81.json,,2315,398,2713,
10.1177_0022243719851490__cites__10.1509_jmkr.48.1.157,ok,resp_0eb4a87b90b99e460169dbfe55c8408191b55d779fa9ca4b7f,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmkr.48.1.157.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmkr.48.1.157.json,,2338,787,3125,
10.1177_0022243719851490__cites__10.1509_jmkr.48.5.910,ok,resp_0a0c396c5f4d99ba0169dbfe55e8e08191b1fcf9c7d6109699,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmkr.48.5.910.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmkr.48.5.910.json,,2418,710,3128,
10.1177_0022243719851490__cites__10.1509_jmr.11.0309,ok,resp_02a2a5e6abce96d90169dbfe5609e48191ac4499a06a6ff2fa,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmr.11.0309.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmr.11.0309.json,,2234,353,2587,
10.1177_0022243719851490__cites__10.1177_0022243718800724,ok,resp_049c309a92c1730b0169dbfe562c78819188ead31d73aefc6b,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1177_0022243718800724.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1177_0022243718800724.json,,2278,340,2618,
10.1177_0022243719851490__cites__10.1509_jmr.16.0599,ok,resp_09641ab40956ede60169dbfe56aca88191b6954e58e35d1f7c,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719851490__cites__10.1509_jmr.16.0599.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719851490__cites__10.1509_jmr.16.0599.json,,2295,451,2746,
10.1177_0022243719852959__cites__10.1509_jmkr.42.1.15.56888,ok,resp_0529cc311655bcc10169dbfe56fc00819197bc506578333aaa,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719852959__cites__10.1509_jmkr.42.1.15.56888.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719852959__cites__10.1509_jmkr.42.1.15.56888.json,,2229,877,3106,
10.1177_0022243719852959__cites__10.1509_jmkr.48.spl.s138,ok,resp_0f97502c36fe85a40169dbfe57913c819182d08a994627dfde,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719852959__cites__10.1509_jmkr.48.spl.s138.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719852959__cites__10.1509_jmkr.48.spl.s138.json,,2263,282,2545,
10.1177_0022243719852959__cites__10.1509_jmr.10.0353,ok,resp_0eda9c3db10c77790169dbfe57e6d88191a176d79d8f823452,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719852959__cites__10.1509_jmr.10.0353.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719852959__cites__10.1509_jmr.10.0353.json,,2284,649,2933,
10.1177_0022243719852959__cites__10.1509_jmr.14.0455,ok,resp_0f92bf5ebd6f6cc60169dbfe5b798c8191b45acba4759dfdbe,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719852959__cites__10.1509_jmr.14.0455.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719852959__cites__10.1509_jmr.14.0455.json,,2268,523,2791,
10.1177_0022243719853289__cites__10.1509_jmkr.46.3.356,ok,resp_0b62d37d874e24b20169dbfe5bd37c81918277ab5a4f8eeeba,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719853289__cites__10.1509_jmkr.46.3.356.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719853289__cites__10.1509_jmkr.46.3.356.json,,2219,421,2640,
10.1177_0022243719853289__cites__10.1509_jmkr.47.4.777,ok,resp_0c54e02c1fa6b82a0169dbfe5d1d648191990720b690ee80ed,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719853289__cites__10.1509_jmkr.47.4.777.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719853289__cites__10.1509_jmkr.47.4.777.json,,2270,443,2713,
10.1177_0022243719861923__cites__10.1509_jmkr.48.5.895,ok,resp_05cba0ea77b6eb3e0169dbfe5f7edc8191b38953a43c86b756,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719861923__cites__10.1509_jmkr.48.5.895.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719861923__cites__10.1509_jmkr.48.5.895.json,,2375,638,3013,
10.1177_0022243719861923__cites__10.1509_jmr.10.0353,ok,resp_020f649f075a4b810169dbfe605d0881918808e82e4d009799,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719861923__cites__10.1509_jmr.10.0353.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719861923__cites__10.1509_jmr.10.0353.json,,2330,366,2696,
10.1177_0022243719861923__cites__10.1509_jmr.14.0110,ok,resp_0e07fb5135911ee00169dbfe60946c8191bcfb7821cd888578,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719861923__cites__10.1509_jmr.14.0110.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719861923__cites__10.1509_jmr.14.0110.json,,2440,642,3082,
10.1177_0022243719861923__cites__10.1509_jmr.14.0654,ok,resp_015a3186430d63600169dbfe61d3208191af1fac265c6fa516,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719861923__cites__10.1509_jmr.14.0654.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719861923__cites__10.1509_jmr.14.0654.json,,2372,536,2908,
10.1177_0022243719861923__cites__10.1177_0022243718813331,ok,resp_03117f319c158ae00169dbfe6488f4819182415e0e7b79c3c1,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719861923__cites__10.1177_0022243718813331.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719861923__cites__10.1177_0022243718813331.json,,2349,607,2956,
10.1177_0022243719861923__cites__10.1177_0022243718815429,ok,resp_0d5f475619a2efb40169dbfe66d4048191be9e383e5b2d722e,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719861923__cites__10.1177_0022243718815429.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719861923__cites__10.1177_0022243718815429.json,,2306,597,2903,
10.1177_0022243719865516__cites__10.1509_jmkr.43.2.212,ok,resp_08618b69476765cc0169dbfe68c1e48191bde62539a7daa1ee,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719865516__cites__10.1509_jmkr.43.2.212.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719865516__cites__10.1509_jmkr.43.2.212.json,,2371,604,2975,
10.1177_0022243719865516__cites__10.1509_jmkr.45.5.499,ok,resp_0a156c47723182d30169dbfe6947688191b142f4f78467259b,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719865516__cites__10.1509_jmkr.45.5.499.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719865516__cites__10.1509_jmkr.45.5.499.json,,2288,644,2932,
10.1177_0022243719865898__cites__10.1509_jmkr.38.2.225.18838,ok,resp_0fa400f9c28966f50169dbfe6a919c8191b91aa1873d85cb31,gpt-5.4,xhigh,high,uncertain,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719865898__cites__10.1509_jmkr.38.2.225.18838.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719865898__cites__10.1509_jmkr.38.2.225.18838.json,,2328,554,2882,
10.1177_0022243719865898__cites__10.1509_jmr.11.0183,ok,resp_0695dad35f5b88e10169dbfe6b23f081918be30952d24e5a3f,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719865898__cites__10.1509_jmr.11.0183.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719865898__cites__10.1509_jmr.11.0183.json,,2281,576,2857,
10.1177_0022243719866408__cites__10.1509_jmkr.47.1.3,ok,resp_07493a18759ac3870169dbfe6c8f888191a7eda2b81e3f8f99,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719866408__cites__10.1509_jmkr.47.1.3.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719866408__cites__10.1509_jmkr.47.1.3.json,,2112,393,2505,
10.1177_0022243719866690__cites__10.1509_jmkr.43.3.345,ok,resp_0f4990ffe76dc1330169dbfe6e0c8c81918b10663f549a52f3,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719866690__cites__10.1509_jmkr.43.3.345.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719866690__cites__10.1509_jmkr.43.3.345.json,,2275,419,2694,
10.1177_0022243719866690__cites__10.1509_jmkr.48.3.444,ok,resp_0ad69e5533c7012c0169dbfe6efdac8191a5a3b0d6dea758d9,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719866690__cites__10.1509_jmkr.48.3.444.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719866690__cites__10.1509_jmkr.48.3.444.json,,2303,478,2781,
10.1177_0022243719866690__cites__10.1509_jmkr.48.5.881,ok,resp_09bc7d91ebf07d1d0169dbfe6efeac8191b64d024042ee00a8,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719866690__cites__10.1509_jmkr.48.5.881.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719866690__cites__10.1509_jmkr.48.5.881.json,,2321,445,2766,
10.1177_0022243719866690__cites__10.1509_jmr.12.0106,ok,resp_02c349ea57494dbf0169dbfe6f4b5c819183e8b48fb33937b0,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719866690__cites__10.1509_jmr.12.0106.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719866690__cites__10.1509_jmr.12.0106.json,,2345,554,2899,
10.1177_0022243719867698__cites__10.1509_jmkr.42.2.219.62293,ok,resp_013b3a6d0798626a0169dbfe701a308191894519856cf664b5,gpt-5.4,xhigh,high,keep_for_relation_judgment,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719867698__cites__10.1509_jmkr.42.2.219.62293.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719867698__cites__10.1509_jmkr.42.2.219.62293.json,,2298,478,2776,
10.1177_0022243719867698__cites__10.1509_jmkr.45.1.94,ok,resp_05c36a9147308a480169dbfe70317c8191a637ac289c890cb4,gpt-5.4,xhigh,high,drop_obvious_mention_only,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\triages\10.1177_0022243719867698__cites__10.1509_jmkr.45.1.94.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_triage\runs\ai02_full_triage_conc80\responses\10.1177_0022243719867698__cites__10.1509_jmkr.45.1.94.json,,2321,553,2874,
