citing_official_year,citing_resolved_doi,citing_title,cited_official_year,cited_resolved_doi,cited_title,matched_reference_count,match_type_breakdown
2018,10.1509/jmr.16.0283,The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,2010,10.1509/jmkr.47.1.173,Early Marketing Matters: A Time-Varying Parameter Approach to Persistence Modeling,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0283,The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,2010,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0283,The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,2010,10.1509/jmkr.47.5.866,The Long-Term Effect of Marketing Strategy on Brand Sales,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0283,The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,2011,10.1509/jmr.10.0035,"Dynamic Marketing Budgeting for Platform Firms: Theory, Evidence, and Application",1,"{""doi"": 1}"
2018,10.1509/jmr.16.0283,The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,2013,10.1509/jmr.11.0295,Recovering Hidden Buyer–Seller Relationship States to Measure the Return on Marketing Investment in Business-to-Business Markets,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0429,Circle of Incompetence: Sense of Understanding as an Improper Guide to Investment Risk,2008,10.1509/jmkr.45.4.414,Gender Jeopardy in Financial Risk Taking,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0429,Circle of Incompetence: Sense of Understanding as an Improper Guide to Investment Risk,2012,10.1509/jmr.10.0428,Get It? Got It. Good! Enhancing New Product Acceptance by Facilitating Resolution of Extreme Incongruity,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0429,Circle of Incompetence: Sense of Understanding as an Improper Guide to Investment Risk,2013,10.1509/jmr.10.0518,Subjective Knowledge in Consumer Financial Decisions,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0453,Modeling Gift Choice: The Effect of Uncertainty on Price Sensitivity,2003,10.1509/jmkr.40.3.282.19240,Modeling Interdependent Consumer Preferences,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0453,Modeling Gift Choice: The Effect of Uncertainty on Price Sensitivity,2015,10.1509/jmr.13.0288,A Bounded Rationality Model of Information Search and Choice in Preference Measurement,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0453,Modeling Gift Choice: The Effect of Uncertainty on Price Sensitivity,2016,10.1509/jmr.15.0226,The Role of (Dis)similarity in (Mis)predicting Others’ Preferences,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0623,Are you Back for Good or Still Shopping Around? Investigating Customers' Repeat Churn Behavior,2004,10.1509/jmkr.41.1.31.25086,Recapturing Lost Customers,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0623,Are you Back for Good or Still Shopping Around? Investigating Customers' Repeat Churn Behavior,2004,10.1509/jmkr.41.3.293.35991,The Customer Relationship Management Process: Its Measurement and Impact on Performance,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0623,Are you Back for Good or Still Shopping Around? Investigating Customers' Repeat Churn Behavior,2010,10.1509/jmkr.47.1.3,A Control Function Approach to Endogeneity in Consumer Choice Models,1,"{""doi"": 1}"
2018,10.1509/jmr.16.0623,Are you Back for Good or Still Shopping Around? Investigating Customers' Repeat Churn Behavior,2014,10.1509/jmr.13.0169,Modeling Customer Opt-In and Opt-Out in a Permission-Based Marketing Context,1,"{""doi"": 1}"
2018,10.1509/jmr.17.0019,Neural Profiling of Brands: Mapping Brand Image in Consumers’ Brains with Visual Templates,2006,10.1509/jmkr.43.4.549,Brand Concept Maps: A Methodology for Identifying Brand Association Networks,1,"{""doi"": 1}"
2018,10.1509/jmr.17.0019,Neural Profiling of Brands: Mapping Brand Image in Consumers’ Brains with Visual Templates,2015,10.1509/jmr.13.0593,Predicting Advertising success beyond Traditional Measures: New Insights from Neurophysiological Methods and Market Response Modeling,1,"{""doi"": 1}"
2018,10.1509/jmr.17.0019,Neural Profiling of Brands: Mapping Brand Image in Consumers’ Brains with Visual Templates,2015,10.1509/jmr.14.0048,"Consumer Neuroscience: Applications, Challenges, and Possible Solutions",1,"{""doi"": 1}"
2018,10.1509/jmr.17.0019,Neural Profiling of Brands: Mapping Brand Image in Consumers’ Brains with Visual Templates,2015,10.1509/jmr.14.0606,From “Where” to “What”: Distributed Representations of Brand Associations in the Human Brain,1,"{""doi"": 1}"
2019,10.1177/0022243718810524,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,2000,10.1509/jmkr.37.1.113.18717,Controlling Measurement Errors in Models of Advertising Competition,1,"{""doi"": 1}"
2019,10.1177/0022243718810524,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,2002,10.1509/jmkr.39.4.421.19114,"The Long-Term Effects of Price Promotions on Category Incidence, Brand Choice, and Purchase Quantity",1,"{""doi"": 1}"
2019,10.1177/0022243718810524,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,2010,10.1509/jmkr.47.6.1078,Category- versus Brand-Level Advertising Messages in a Highly Regulated Environment,1,"{""doi"": 1}"
2019,10.1177/0022243718810524,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,2012,10.1509/jmr.10.0207,Emotion-Induced Engagement in Internet Video Advertisements,1,"{""doi"": 1}"
2019,10.1177/0022243718810524,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,2012,10.1509/jmr.11.0060,Discovering how Advertising Grows Sales and Builds Brands,1,"{""doi"": 1}"
2019,10.1177/0022243718810524,Bayesian Nonparametric Dynamic Methods: Applications to Linear and Nonlinear Advertising Models,2017,10.1509/jmr.14.0117,"A Dynamic Model for Digital Advertising: The Effects of Creative Format, Message Content, and Targeting on Engagement",1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2006,10.1509/jmkr.43.1.39,"The Goal-Gradient Hypothesis Resurrected: Purchase Acceleration, Illusionary Goal Progress, and Customer Retention",1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2006,10.1509/jmkr.43.2.259,Licensing Effect in Consumer Choice,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2008,10.1509/jmkr.45.6.676,Remedying Hyperopia: The Effects of Self-Control Regret on Consumer Behavior,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2011,10.1509/jmkr.48.2.268,Recurring Goals and Learning: The Impact of Successful Reward Attainment on Purchase Behavior,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2011,10.1509/jmkr.48.spl.s38,Winning the Battle but Losing the War: The Psychology of Debt Management,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2011,10.1509/jmr.10.0063,Motivational Consequences of Perceived Velocity in Consumer Goal Pursuit,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2012,10.1509/jmr.10.0510,The “Response-to-Failure” Scale: Predicting Behavior following Initial Self-Control Failure,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2012,10.1509/jmr.11.0272,Can Small Victories Help Win the War? Evidence from Consumer Debt Management,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2013,10.1509/jmr.12.0420,"Spotlights, Floodlights, and the Magic Number Zero: Simple Effects Tests in Moderated Regression",1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2015,10.1509/jmr.13.0014,Climbing the Wrong Ladder: The Mismatch between Consumers' Preference for Subgoal Sequences and Actual Goal Performance,1,"{""doi"": 1}"
2019,10.1177/0022243718811296,"If at First You Do Succeed, Do You Try, Try Again? Developing the Persistence–Licensing Response Measure to Understand, Predict, and Modify Behavior Following Subgoal Success",2015,10.1509/jmr.14.0281,Small Victories: Creating Intrinsic Motivation in Task Completion and Debt Repayment,1,"{""doi"": 1}"
2019,10.1177/0022243718811334,The Sleepy Consumer and Variety Seeking,2008,10.1509/jmkr.45.6.731,"Circles, Squares, and Choice: The Effect of Shape Arrays on Uniqueness and Variety Seeking",1,"{""doi"": 1}"
2019,10.1177/0022243718811334,The Sleepy Consumer and Variety Seeking,2011,10.1509/jmkr.48.5.799,Fast-Food Consumption and the Ban on Advertising Targeting Children: The Quebec Experience,1,"{""doi"": 1}"
2019,10.1177/0022243718811334,The Sleepy Consumer and Variety Seeking,2015,10.1509/jmr.13.0451,Scarcity Polarizes Preferences: The Impact on Choice among Multiple Items in a Product Class,1,"{""doi"": 1}"
2019,10.1177/0022243718813331,Political Identity and Financial Risk Taking: Insights from Social Dominance Orientation,2002,10.1509/jmkr.39.4.455.19122,The Role of Issue Valence and Issue Capability in Determining Effort Investment,1,"{""doi"": 1}"
2019,10.1177/0022243718813331,Political Identity and Financial Risk Taking: Insights from Social Dominance Orientation,2008,10.1509/jmkr.45.4.414,Gender Jeopardy in Financial Risk Taking,1,"{""doi"": 1}"
2019,10.1177/0022243718813331,Political Identity and Financial Risk Taking: Insights from Social Dominance Orientation,2011,10.1509/jmkr.48.4.741,The Influence of Friends on Consumer Spending: The Role of Agency–Communion Orientation and Self-Monitoring,1,"{""doi"": 1}"
2019,10.1177/0022243718813331,Political Identity and Financial Risk Taking: Insights from Social Dominance Orientation,2017,10.1509/jmr.14.0110,"Values that Shape Marketing Decisions: Influence of Chief Executive Officers’ Political Ideologies on Innovation Propensity, Shareholder Value, and Risk",1,"{""doi"": 1}"
2019,10.1177/0022243718813544,Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking,2002,10.1509/jmkr.39.4.455.19122,The Role of Issue Valence and Issue Capability in Determining Effort Investment,1,"{""doi"": 1}"
2019,10.1177/0022243718813544,Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking,2008,10.1509/jmkr.45.4.414,Gender Jeopardy in Financial Risk Taking,1,"{""doi"": 1}"
2019,10.1177/0022243718813544,Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking,2012,10.1509/jmr.08.0499,Does Online Community Participation Foster Risky Financial Behavior?,1,"{""doi"": 1}"
2019,10.1177/0022243718813544,Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking,2015,10.1509/jmr.12.0067,Seeing the Big Picture: The Effect of Height on the Level of Construal,1,"{""doi"": 1}"
2019,10.1177/0022243718813544,Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking,2018,10.1509/jmr.16.0429,Circle of Incompetence: Sense of Understanding as an Improper Guide to Investment Risk,1,"{""doi"": 1}"
2019,10.1177/0022243718813987,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,2006,10.1509/jmkr.43.1.98,The Effect of Banner Advertising on Internet Purchasing,1,"{""doi"": 1}"
2019,10.1177/0022243718813987,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,2011,10.1509/jmkr.48.1.87,From Generic to Branded: A Model of Spillover in Paid Search Advertising,1,"{""doi"": 1}"
2019,10.1177/0022243718813987,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,2013,10.1509/jmr.11.0503,When Does Retargeting Work? Information Specificity in Online Advertising,1,"{""doi"": 1}"
2019,10.1177/0022243718813987,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,2015,10.1509/jmr.13.0277,Effects of Internet Display Advertising in the Purchase Funnel: Model-Based Insights from a Randomized Field Experiment,1,"{""doi"": 1}"
2019,10.1177/0022243718813987,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,2016,10.1509/jmr.14.0274,Advertising Spillovers: Evidence from Online Field Experiments and Implications for Returns on Advertising,1,"{""doi"": 1}"
2019,10.1177/0022243718813987,An Experimental Investigation of the Effects of Retargeted Advertising: The Role of Frequency and Timing,2017,10.1509/jmr.15.0297,Ghost Ads: Improving the Economics of Measuring Online Ad Effectiveness,1,"{""doi"": 1}"
2019,10.1177/0022243718815429,Selectively Emotional: How Smartphone Use Changes User-Generated Content,2006,10.1509/jmkr.43.3.345,The Effect of Word of Mouth on Sales: Online Book Reviews,1,"{""doi"": 1}"
2019,10.1177/0022243718815429,Selectively Emotional: How Smartphone Use Changes User-Generated Content,2012,10.1509/jmr.10.0353,What Makes Online Content Viral?,1,"{""doi"": 1}"
2019,10.1177/0022243718815429,Selectively Emotional: How Smartphone Use Changes User-Generated Content,2016,10.1509/jmr.13.0312,Sharing with Friends versus Strangers: How Interpersonal Closeness Influences Word-of-Mouth Valence,1,"{""doi"": 1}"
2019,10.1177/0022243718816952,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2008,10.1509/jmkr.45.1.60,Customer Channel Migration,1,"{""doi"": 1}"
2019,10.1177/0022243718816952,Multichannel Strategies for Managing the Profitability of Business-to-Business Customers,2010,10.1509/jmkr.47.3.444,Forecasting Marketing-Mix Responsiveness for New Products,1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2005,10.1509/jmkr.2005.42.3.313,When Two Rights Make a Wrong: Searching Too Much in Ordered Environments,1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2003,10.1509/jmkr.40.2.131.19224,E-Customization,1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2003,10.1509/jmkr.40.4.481.19386,"Is 75% of the Sales Promotion Bump Due to Brand Switching? No, Only 33% Is",1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2009,10.1509/jmkr.46.2.190,The Effectiveness of Customized Promotions in Online and Offline Stores,1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2012,10.1509/jmr.09.0481,Searching in Choice Mode: Consumer Decision Processes in Product Search with Recommendations,1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2013,10.1509/jmr.11.0538,"Advertising in a Competitive Market: The Role of Product Standards, Customer Learning, and Switching Costs",1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2016,10.1509/jmr.14.0274,Advertising Spillovers: Evidence from Online Field Experiments and Implications for Returns on Advertising,1,"{""doi"": 1}"
2019,10.1177/0022243718817513,"Targeted Promotions on an E-Book Platform: Crowding Out, Heterogeneity, and Opportunity Costs",2018,10.1509/jmr.16.0163,Retention Futility: Targeting High-Risk Customers Might be Ineffective,1,"{""doi"": 1}"
2019,10.1177/0022243718819474,Opportunity Cost Overestimation,2000,10.1509/jmkr.37.1.60.18718,Consumer Choice between Hedonic and Utilitarian Goods,1,"{""doi"": 1}"
2019,10.1177/0022243718819474,Opportunity Cost Overestimation,2002,10.1509/jmkr.39.2.155.19084,Earning the Right to Indulge: Effort as a Determinant of Customer Preferences toward Frequency Program Rewards,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2005,10.1509/jmkr.2005.42.4.458,Two Roads to Updating Brand Personality Impressions: Trait versus Evaluative Inferencing,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2001,10.1509/jmkr.38.1.100.18835,Misleading Heuristics and Moderated Multiple Regression Models,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2004,10.1509/jmkr.41.2.215.28668,Waiting for the Web: How Screen Color Affects Time Perception,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2008,10.1509/jmkr.45.3.379,Art Infusion: The Influence of Visual Art on the Perception and Evaluation of Consumer Products,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2008,10.1509/jmkr.45.4.462,Anytime versus Only: Mind-Sets Moderate the Effect of Expansive versus Restrictive Frames on Promotion Evaluation,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2011,10.1509/jmkr.48.3.518,Estimating the Value of Brand-Image Associations: The Role of General and Specific Brand Image,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2013,10.1509/jmr.11.0458,On Brands and Word of Mouth,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2014,10.1509/jmr.13.0023,This Logo Moves Me: Dynamic Imagery from Static Images,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2014,10.1509/jmr.13.0431,Assessing the Total Financial Performance Impact of Brand Equity with Limited Time-Series Data,1,"{""doi"": 1}"
2019,10.1177/0022243718820548,The Visual Asymmetry Effect: An Interplay of Logo Design and Brand Personality on Brand Equity,2017,10.1509/jmr.14.0658,The Charity Beauty Premium: Satisfying Donors’ “Want” versus “Should” Desires,1,"{""doi"": 1}"
2019,10.1177/0022243718820559,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,2000,10.1509/jmkr.37.2.173.18738,"Cast Demographics, Unobserved Segments, and Heterogeneous Switching Costs in a Television Viewing Choice Model",1,"{""doi"": 1}"
2019,10.1177/0022243718820559,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,2000,10.1509/jmkr.37.3.363.18779,Internet Recommendation Systems,1,"{""doi"": 1}"
2019,10.1177/0022243718820559,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,2006,10.1509/jmkr.43.3.355,Leveraging Missing Ratings to Improve Online Recommendation Systems,1,"{""doi"": 1}"
2019,10.1177/0022243718820559,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,2008,10.1509/jmkr.45.1.77,Recommendation Systems with Purchase Data,1,"{""doi"": 1}"
2019,10.1177/0022243718820559,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,2011,10.1509/jmkr.48.5.881,Automated Marketing Research Using Online Customer Reviews,1,"{""doi"": 1}"
2019,10.1177/0022243718820559,Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption,2014,10.1509/jmr.12.0106,Mining Marketing Meaning from Online Chatter: Strategic Brand Analysis of Big Data Using Latent Dirichlet Allocation,1,"{""doi"": 1}"
2019,10.1177/0022243718820560,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,2005,10.1509/jmkr.2005.42.3.278,Temporal Differences in the Role of Marketing Communication in New Product Categories,1,"{""doi"": 1}"
2019,10.1177/0022243718820560,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,2002,10.1509/jmkr.39.1.87.18936,"Hierarchical Bayes versus Finite Mixture Conjoint Analysis Models: A Comparison of Fit, Prediction, and Partworth Recovery",1,"{""doi"": 1}"
2019,10.1177/0022243718820560,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,2010,10.1509/jmkr.47.1.103,Patient-or Physician-Oriented Marketing: What Drives Primary Demand for Prescription Drugs?,1,"{""doi"": 1}"
2019,10.1177/0022243718820560,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,2010,10.1509/jmkr.47.1.173,Early Marketing Matters: A Time-Varying Parameter Approach to Persistence Modeling,1,"{""doi"": 1}"
2019,10.1177/0022243718820560,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,2010,10.1509/jmkr.47.3.444,Forecasting Marketing-Mix Responsiveness for New Products,1,"{""doi"": 1}"
2019,10.1177/0022243718820560,Capital Market Returns to New Product Development Success: Informational Effects on Product Market Advertising,2010,10.1509/jmkr.47.4.594,The Theory and Practice of Myopic Management,1,"{""doi"": 1}"
2019,10.1177/0022243718820570,Falling Back on Numbers: When Preference for Numerical Product Information Increases after a Personal Control Threat,2009,10.1509/jmkr.46.1.81,The Ease-of-Computation Effect: The Interplay of Metacognitive Experiences and Naive Theories in Judgments of Price Differences,1,"{""doi"": 1}"
2019,10.1177/0022243718820570,Falling Back on Numbers: When Preference for Numerical Product Information Increases after a Personal Control Threat,2013,10.1509/jmr.10.0202,Putting Brands in Their Place: How a Lack of Control Keeps Brands Contained,1,"{""doi"": 1}"
2019,10.1177/0022243718820570,Falling Back on Numbers: When Preference for Numerical Product Information Increases after a Personal Control Threat,2017,10.1509/jmr.14.0659,Tipping the Scale: The Role of Discriminability in Conjoint Analysis,1,"{""doi"": 1}"
2019,10.1177/0022243718820571,Brand Name Types and Consumer Demand: Evidence from China’s Automobile Market,2001,10.1509/jmkr.38.3.313.18869,Creating Local Brands in Multilingual International Markets,1,"{""doi"": 1}"
2019,10.1177/0022243718820571,Brand Name Types and Consumer Demand: Evidence from China’s Automobile Market,2010,10.1509/jmkr.47.6.1177,How and when Alphanumeric Brand Names Affect Consumer Preferences,1,"{""doi"": 1}"
2019,10.1177/0022243718820572,"Up, Up, and Away: Upgrading as a Response to Dissimilar Brand Users",2009,10.1509/jmkr.46.2.247,Why Do Consumers Buy Counterfeit Luxury Brands?,1,"{""doi"": 1}"
2019,10.1177/0022243718820572,"Up, Up, and Away: Upgrading as a Response to Dissimilar Brand Users",2013,10.1509/jmr.11.0342,"Look at Me! Look at Me! Conspicuous Brand Usage, Self-Brand Connection, and Dilution",1,"{""doi"": 1}"
2019,10.1177/0022243718820585,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,2001,10.1509/jmkr.38.3.336.18871,What We See Makes Us who We are: Priming Ethnic Self-Awareness and Advertising Response,1,"{""doi"": 1}"
2019,10.1177/0022243718820585,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,2008,10.1509/jmkr.45.4.403,A Bite to Whet the Reward Appetite: The Influence of Sampling on Reward-Seeking Behaviors,1,"{""doi"": 1}"
2019,10.1177/0022243718820585,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,2012,10.1509/jmr.10.0490,Self-Signaling and the Costs and Benefits of Temptation in Consumer Choice,1,"{""doi"": 1}"
2019,10.1177/0022243718820585,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,2016,10.1509/jmr.12.0388,When Do Consumers Avoid Imperfections? Superficial Packaging Damage as a Contamination Cue,1,"{""doi"": 1}"
2019,10.1177/0022243718820585,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,2013,10.1509/jmr.12.0420,"Spotlights, Floodlights, and the Magic Number Zero: Simple Effects Tests in Moderated Regression",1,"{""doi"": 1}"
2019,10.1177/0022243718820585,The Smell of Healthy Choices: Cross-Modal Sensory Compensation Effects of Ambient Scent on Food Purchases,2017,10.1509/jmr.14.0115,Shining Light on Atmospherics: How Ambient Light Influences Food Choices,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2001,10.1509/jmkr.38.1.100.18835,Misleading Heuristics and Moderated Multiple Regression Models,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2006,10.1509/jmkr.43.1.98,The Effect of Banner Advertising on Internet Purchasing,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2012,10.1509/jmr.07.0441,Dynamic Effectiveness of Advertising and Word of Mouth in Sequential Distribution of New Products,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2013,10.1509/jmr.11.0503,When Does Retargeting Work? Information Specificity in Online Advertising,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2013,10.1509/jmr.12.0241,Comparing the Relative Effectiveness of Advertising Channels: A Case Study of a Multimedia Blitz Campaign,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2014,10.1509/jmr.13.0050,Attributing Conversions in a Multichannel Online Marketing Environment: An Empirical Model and a Field Experiment,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2015,10.1509/jmr.13.0260,"Fanning the Flames? how Media Coverage of a Price War Affects Retailers, Consumers, and Investors",1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2015,10.1509/jmr.13.0277,Effects of Internet Display Advertising in the Purchase Funnel: Model-Based Insights from a Randomized Field Experiment,1,"{""doi"": 1}"
2019,10.1177/0022243718820587,Wearout or Weariness? Measuring Potential Negative Consequences of Online Ad Volume and Placement on Website Visits,2016,10.1509/jmr.14.0274,Advertising Spillovers: Evidence from Online Field Experiments and Implications for Returns on Advertising,1,"{""doi"": 1}"
2019,10.1177/0022243718820588,Branded Apps and Their Impact on Firm Value: A Design Perspective,2000,10.1509/jmkr.37.1.1.18719,Buyer–Supplier Contracts versus Joint Ventures: Determinants and Consequences of Transaction Structure,1,"{""doi"": 1}"
2019,10.1177/0022243718820588,Branded Apps and Their Impact on Firm Value: A Design Perspective,2004,10.1509/jmkr.41.1.7.25084,Valuing Customers,1,"{""doi"": 1}"
