pair_id,status,response_id,model,requested_reasoning_effort,returned_reasoning_effort,api_key_slot,citation_substance,relation_type,output_path,raw_response_path,error_path,input_tokens,output_tokens,total_tokens,error
10.1509_jmr.14.0482__cites__10.1509_jmkr.48.1.62,ok,resp_05f770b5ecd36f7a0169dc15ccc7d48191a4527271315fc9fa,gpt-5.4,xhigh,high,2,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0482__cites__10.1509_jmkr.48.1.62.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0482__cites__10.1509_jmkr.48.1.62.json,,27643,837,28480,
10.1509_jmr.13.0312__cites__10.1509_jmr.10.0353,ok,resp_0d281821bfc7d28a0169dc159eefa481918deba329ab78c80d,gpt-5.4,xhigh,high,1,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0312__cites__10.1509_jmr.10.0353.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0312__cites__10.1509_jmr.10.0353.json,,27375,1785,29160,
10.1509_jmr.14.0591__cites__10.1509_jmr.14.0130,ok,resp_0cec0dfdf19972f60169dc15d22edc8191b2c11098b46629ca,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0591__cites__10.1509_jmr.14.0130.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0591__cites__10.1509_jmr.14.0130.json,,25658,716,26374,
10.1509_jmr.14.0482__cites__10.1509_jmr.12.0061,ok,resp_03b716710af0d3fb0169dc15cd32ac8191b966091c18adf6ae,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0482__cites__10.1509_jmr.12.0061.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0482__cites__10.1509_jmr.12.0061.json,,27665,829,28494,
10.1509_jmr.13.0318__cites__10.1509_jmkr.46.5.597,ok,resp_06fee544aeb358900169dc15a29fd88191a243d4be7fdbc77c,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0318__cites__10.1509_jmkr.46.5.597.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0318__cites__10.1509_jmkr.46.5.597.json,,26037,1697,27734,
10.1509_jmr.13.0483__cites__10.1509_jmkr.43.2.212,ok,resp_0f5f1393817353610169dc15a708a88191aa34a8916a00fe4d,gpt-5.4,xhigh,high,1,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0483__cites__10.1509_jmkr.43.2.212.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0483__cites__10.1509_jmkr.43.2.212.json,,23107,1658,24765,
10.1509_jmr.14.0299__cites__10.1509_jmkr.40.4.406.19394,ok,resp_054c82087c98f3bb0169dc15c483a48191a781c05094e120be,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0299__cites__10.1509_jmkr.40.4.406.19394.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0299__cites__10.1509_jmkr.40.4.406.19394.json,,29271,1006,30277,
10.1509_jmr.13.0312__cites__10.1509_jmkr.48.5.869,ok,resp_0ab51e98b609efa90169dc159e6fa48191990272471d6c2a1e,gpt-5.4,xhigh,high,2,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0312__cites__10.1509_jmkr.48.5.869.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0312__cites__10.1509_jmkr.48.5.869.json,,27396,1811,29207,
10.1509_jmr.15.0001__cites__10.1509_jmkr.45.3.351,ok,resp_0beef80de29a96eb0169dc15d540cc8191a0741fa89576184a,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0001__cites__10.1509_jmkr.45.3.351.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0001__cites__10.1509_jmkr.45.3.351.json,,29595,684,30279,
10.1509_jmr.15.0226__cites__10.1509_jmr.12.0420,ok,resp_0204a9930012620c0169dc15d6d1388191b40d91198612955b,gpt-5.4,xhigh,high,0,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0226__cites__10.1509_jmr.12.0420.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0226__cites__10.1509_jmr.12.0420.json,,17843,682,18525,
10.1509_jmr.14.0274__cites__10.1509_jmr.11.0538,ok,resp_054e1016204e14570169dc15c57ea8819194a42ecc91994ba3,gpt-5.4,xhigh,high,0,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0274__cites__10.1509_jmr.11.0538.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0274__cites__10.1509_jmr.11.0538.json,,33153,1006,34159,
10.1509_jmr.13.0379__cites__10.1509_jmkr.43.3.345,ok,resp_087be2e09e133f380169dc15e03f3881919a0963ba0eddebf7,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0379__cites__10.1509_jmkr.43.3.345.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0379__cites__10.1509_jmkr.43.3.345.json,,26445,512,26957,
10.1509_jmr.12.0511__cites__10.1509_jmkr.48.3.425,ok,resp_0911ee5fdb8e146b0169dc15ddbcac819183a29d7a9813a067,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.12.0511__cites__10.1509_jmkr.48.3.425.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.12.0511__cites__10.1509_jmkr.48.3.425.json,,50577,522,51099,
10.1509_jmr.12.0511__cites__10.1509_jmr.11.0305,ok,resp_009631252638b75f0169dc15df1cf08191ba12d806bfd32db3,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.12.0511__cites__10.1509_jmr.11.0305.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.12.0511__cites__10.1509_jmr.11.0305.json,,50637,506,51143,
10.1509_jmr.14.0641__cites__10.1509_jmr.11.0162,ok,resp_0b0dd545acb225db0169dc15d3a7688191af1bcd8775d78f1b,gpt-5.4,xhigh,high,2,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0641__cites__10.1509_jmr.11.0162.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0641__cites__10.1509_jmr.11.0162.json,,32497,783,33280,
10.1509_jmr.15.0323__cites__10.1509_jmkr.2005.42.3.302,ok,resp_0072d4cb14f682ab0169dc15d9f92c8191a1b61be07471bc8c,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0323__cites__10.1509_jmkr.2005.42.3.302.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0323__cites__10.1509_jmkr.2005.42.3.302.json,,21747,678,22425,
10.1509_jmr.13.0483__cites__10.1509_jmkr.44.4.529,ok,resp_0676b3f1638119d60169dc15a6fd548191a0e9d13f57802c91,gpt-5.4,xhigh,high,0,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0483__cites__10.1509_jmkr.44.4.529.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0483__cites__10.1509_jmkr.44.4.529.json,,23051,1684,24735,
10.1509_jmr.14.0299__cites__10.1509_jmr.10.0155,ok,resp_0e894cdce39e405f0169dc15c59f98819193b35143bba44ab9,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0299__cites__10.1509_jmr.10.0155.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0299__cites__10.1509_jmr.10.0155.json,,29205,1079,30284,
10.1509_jmr.14.0482__cites__10.1509_jmkr.46.3.344,ok,resp_0268111272ae32310169dc15cb92608191b27d27ec1645e742,gpt-5.4,xhigh,high,2,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0482__cites__10.1509_jmkr.46.3.344.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0482__cites__10.1509_jmkr.46.3.344.json,,27624,980,28604,
10.1509_jmr.14.0482__cites__10.1509_jmr.14.0020,ok,resp_05c0e4bd6a2bf9010169dc15cde05c819181c6d71a9e36a049,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0482__cites__10.1509_jmr.14.0020.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0482__cites__10.1509_jmr.14.0020.json,,27626,955,28581,
10.1509_jmr.14.0175__cites__10.1509_jmkr.2005.42.4.431,ok,resp_09a3a6c42da81c220169dc15b78d388191b245d1de6378d65a,gpt-5.4,xhigh,high,1,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0175__cites__10.1509_jmkr.2005.42.4.431.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0175__cites__10.1509_jmkr.2005.42.4.431.json,,25360,1414,26774,
10.1509_jmr.13.0482__cites__10.1509_jmkr.47.5.840,ok,resp_0b29fd8b186658f30169dc15e2b3d08191a9d859f0484c02a9,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0482__cites__10.1509_jmkr.47.5.840.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0482__cites__10.1509_jmkr.47.5.840.json,,27007,529,27536,
10.1509_jmr.14.0591__cites__10.1509_jmkr.47.5.933,ok,resp_01773c8633848e720169dc15d0fa7c8191a33ca83f231605e1,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0591__cites__10.1509_jmkr.47.5.933.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0591__cites__10.1509_jmkr.47.5.933.json,,25713,884,26597,
10.1509_jmr.15.0323__cites__10.1509_jmr.12.0175,ok,resp_04c1e825a21bc3760169dc15dc0b0c8191be1b5b7ca41927c0,gpt-5.4,xhigh,high,0,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0323__cites__10.1509_jmr.12.0175.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0323__cites__10.1509_jmr.12.0175.json,,21809,689,22498,
10.1509_jmr.15.0452__cites__10.1509_jmr.12.0420,ok,resp_0d9058ac114b62560169dc15dd476881919d8af389bf261550,gpt-5.4,xhigh,high,1,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0452__cites__10.1509_jmr.12.0420.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0452__cites__10.1509_jmr.12.0420.json,,25664,656,26320,
10.1509_jmr.15.0323__cites__10.1509_jmkr.40.2.176.19228,ok,resp_0f5ec281c4560fb60169dc15d80ba88191941e41ddff6bd66f,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0323__cites__10.1509_jmkr.40.2.176.19228.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0323__cites__10.1509_jmkr.40.2.176.19228.json,,21778,721,22499,
10.1509_jmr.15.0101__cites__10.1509_jmr.12.0420,ok,resp_0f1c4a1a63aa3cd30169dc15d82bdc819199e73da88f1589f0,gpt-5.4,xhigh,high,2,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.15.0101__cites__10.1509_jmr.12.0420.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.15.0101__cites__10.1509_jmr.12.0420.json,,26767,737,27504,
10.1509_jmr.14.0482__cites__10.1509_jmr.14.0208,ok,resp_0a3c883a1e69c3530169dc15ce58d08191810b384673919106,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0482__cites__10.1509_jmr.14.0208.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0482__cites__10.1509_jmr.14.0208.json,,27596,822,28418,
10.1509_jmr.13.0058__cites__10.1509_jmkr.38.2.143.18840,ok,resp_034645a7f39551f90169dc15deff9c819191939cd07e742d30,gpt-5.4,xhigh,high,0,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0058__cites__10.1509_jmkr.38.2.143.18840.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0058__cites__10.1509_jmkr.38.2.143.18840.json,,26910,666,27576,
10.1509_jmr.14.0274__cites__10.1509_jmkr.48.4.653,ok,resp_0e466537e5554ce50169dc15c47f3881918cdeda6b9b4eaf4e,gpt-5.4,xhigh,high,1,substantive,extends,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0274__cites__10.1509_jmkr.48.4.653.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0274__cites__10.1509_jmkr.48.4.653.json,,33148,1206,34354,
10.1509_jmr.14.0641__cites__10.1509_jmr.10.0243,ok,resp_0ad80343dac1af4c0169dc15d4c7b88191ba066fc1c964eba8,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0641__cites__10.1509_jmr.10.0243.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0641__cites__10.1509_jmr.10.0243.json,,32449,887,33336,
10.1509_jmr.14.0227__cites__10.1509_jmkr.45.2.145,ok,resp_054947b26876bdfa0169dc15bcc684819189a3cece37d1ae51,gpt-5.4,xhigh,high,0,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0227__cites__10.1509_jmkr.45.2.145.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0227__cites__10.1509_jmkr.45.2.145.json,,16549,1402,17951,
10.1509_jmr.13.0379__cites__10.1509_jmkr.41.2.151.28665,ok,resp_06f43c21540054e70169dc15dff6cc8191bdf1d7e133611353,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0379__cites__10.1509_jmkr.41.2.151.28665.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0379__cites__10.1509_jmkr.41.2.151.28665.json,,26490,711,27201,
10.1509_jmr.14.0379__cites__10.1509_jmkr.44.4.688,ok,resp_0c080a6375789e6e0169dc15c607cc8191994180b82f10b8e4,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0379__cites__10.1509_jmkr.44.4.688.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0379__cites__10.1509_jmkr.44.4.688.json,,25718,1268,26986,
10.1509_jmr.13.0482__cites__10.1509_jmkr.41.3.281.35986,ok,resp_03bcc7661f0b09d80169dc15e169b88191b3d66c9ea1fb7b57,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0482__cites__10.1509_jmkr.41.3.281.35986.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0482__cites__10.1509_jmkr.41.3.281.35986.json,,27099,733,27832,
10.1509_jmr.13.0482__cites__10.1509_jmr.13.0527,ok,resp_0cd9de48fe9206c10169dc15e5e42c8191b7e701b2d2f37f0b,gpt-5.4,xhigh,high,1,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0482__cites__10.1509_jmr.13.0527.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0482__cites__10.1509_jmr.13.0527.json,,27122,627,27749,
10.1509_jmr.13.0482__cites__10.1509_jmkr.39.2.155.19084,ok,resp_06854a19d6602a6b0169dc15e07c8081918e9b09c6797edeb9,gpt-5.4,xhigh,high,1,substantive,foundational_for,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0482__cites__10.1509_jmkr.39.2.155.19084.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0482__cites__10.1509_jmkr.39.2.155.19084.json,,27076,761,27837,
10.1509_jmr.14.0455__cites__10.1509_jmkr.48.spl.s14,ok,resp_06c2bcdf7b1ad2e40169dc15c78e4481918733d763158d2535,gpt-5.4,xhigh,high,2,substantive,refines,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0455__cites__10.1509_jmkr.48.spl.s14.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0455__cites__10.1509_jmkr.48.spl.s14.json,,23076,1276,24352,
10.1509_jmr.13.0319__cites__10.1509_jmkr.45.3.261,ok,resp_0e84bb6b2040ed2b0169dc15df539481918e2eb805be840644,gpt-5.4,xhigh,high,2,substantive,applies,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0319__cites__10.1509_jmkr.45.3.261.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0319__cites__10.1509_jmkr.45.3.261.json,,23511,771,24282,
10.1509_jmr.14.0012__cites__10.1509_jmr.13.0238,ok,resp_0628b452e2778afa0169dc15ed164081918a8dfa2fac041a77,gpt-5.4,xhigh,high,2,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0012__cites__10.1509_jmr.13.0238.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0012__cites__10.1509_jmr.13.0238.json,,24784,517,25301,
10.1509_jmr.13.0545__cites__10.1509_jmkr.47.1.63,ok,resp_09356350a53da3770169dc15e9b650819186f0505c12984ab4,gpt-5.4,xhigh,high,0,mention_only,,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.13.0545__cites__10.1509_jmkr.47.1.63.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.13.0545__cites__10.1509_jmkr.47.1.63.json,,29552,566,30118,
10.1509_jmr.14.0360__cites__10.1509_jmr.12.0090,ok,resp_0b775fc0a10cc7c30169dc15c49b7c8191a584182a46348e36,gpt-5.4,xhigh,high,0,substantive,other,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\judgments\10.1509_jmr.14.0360__cites__10.1509_jmr.12.0090.json,C:\Users\27497\Desktop\PaperKG_Final\data\jmr_2000_2025\citation_judgments\runs\ai02_full_judgments_one_pdf_note_three_keys_conc240\responses\10.1509_jmr.14.0360__cites__10.1509_jmr.12.0090.json,,25172,1153,26325,
